,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
22729,강남,193,2021,4,10,04,2021-04-10 04:00:00,2021-04-10,8.9,봄
22824,강남,202,2021,4,10,05,2021-04-10 05:00:00,2021-04-10,8.8,봄
22864,강남,202,2021,4,10,06,2021-04-10 06:00:00,2021-04-10,8.3,봄
22920,강남,198,2021,4,10,07,2021-04-10 07:00:00,2021-04-10,8.5,봄
23445,강남,196,2021,4,10,08,2021-04-10 08:00:00,2021-04-10,10.0,봄
23459,강남,194,2021,4,10,09,2021-04-10 09:00:00,2021-04-10,11.8,봄
23526,강남,184,2021,4,10,10,2021-04-10 10:00:00,2021-04-10,13.7,봄
23543,강남,186,2021,4,10,11,2021-04-10 11:00:00,2021-04-10,15.5,봄
23567,강남,179,2021,4,10,12,2021-04-10 12:00:00,2021-04-10,17.0,봄
23596,강남,168,2021,4,10,13,2021-04-10 13:00:00,2021-04-10,17.6,봄
23630,강남,162,2021,4,10,14,2021-04-10 14:00:00,2021-04-10,18.7,봄
23656,강남,133,2021,4,10,15,2021-04-10 15:00:00,2021-04-10,18.5,봄
23705,강남,140,2021,4,10,16,2021-04-10 16:00:00,2021-04-10,18.4,봄
23733,강남,152,2021,4,10,17,2021-04-10 17:00:00,2021-04-10,17.7,봄
23771,강남,149,2021,4,10,18,2021-04-10 18:00:00,2021-04-10,16.9,봄
23786,강남,168,2021,4,10,19,2021-04-10 19:00:00,2021-04-10,15.4,봄
23824,강남,194,2021,4,10,20,2021-04-10 20:00:00,2021-04-10,14.3,봄
23860,강남,210,2021,4,10,21,2021-04-10 21:00:00,2021-04-10,13.6,봄
23898,강남,227,2021,4,10,22,2021-04-10 22:00:00,2021-04-10,12.7,봄
23916,강남,271,2021,4,10,23,2021-04-10 23:00:00,2021-04-10,11.9,봄
23939,강남,255,2021,4,11,00,2021-04-11 00:00:00,2021-04-11,10.2,봄
23955,강남,198,2021,4,11,01,2021-04-11 01:00:00,2021-04-11,9.2,봄
23981,강남,201,2021,4,11,02,2021-04-11 02:00:00,2021-04-11,8.6,봄
23996,강남,203,2021,4,11,03,2021-04-11 03:00:00,2021-04-11,8.0,봄
24019,강남,199,2021,4,11,04,2021-04-11 04:00:00,2021-04-11,7.5,봄
24053,강남,196,2021,4,11,05,2021-04-11 05:00:00,2021-04-11,7.1,봄
24088,강남,197,2021,4,11,06,2021-04-11 06:00:00,2021-04-11,6.9,봄
24126,강남,197,2021,4,11,07,2021-04-11 07:00:00,2021-04-11,8.2,봄
24155,강남,195,2021,4,11,08,2021-04-11 08:00:00,2021-04-11,10.9,봄
24266,강남,195,2021,4,11,09,2021-04-11 09:00:00,2021-04-11,12.7,봄
24296,강남,191,2021,4,11,10,2021-04-11 10:00:00,2021-04-11,15.3,봄
24310,강남,183,2021,4,11,11,2021-04-11 11:00:00,2021-04-11,18.2,봄
24328,강남,155,2021,4,11,12,2021-04-11 12:00:00,2021-04-11,20.0,봄
24365,강남,149,2021,4,11,13,2021-04-11 13:00:00,2021-04-11,20.7,봄
24605,강남,150,2021,4,11,14,2021-04-11 14:00:00,2021-04-11,21.4,봄
24633,강남,150,2021,4,11,15,2021-04-11 15:00:00,2021-04-11,21.4,봄
24652,강남,149,2021,4,11,16,2021-04-11 16:00:00,2021-04-11,21.9,봄
24677,강남,152,2021,4,11,17,2021-04-11 17:00:00,2021-04-11,21.7,봄
24711,강남,160,2021,4,11,18,2021-04-11 18:00:00,2021-04-11,20.1,봄
24762,강남,194,2021,4,11,19,2021-04-11 19:00:00,2021-04-11,18.9,봄
24805,강남,206,2021,4,11,20,2021-04-11 20:00:00,2021-04-11,17.9,봄
24831,강남,207,2021,4,11,21,2021-04-11 21:00:00,2021-04-11,16.3,봄
24860,강남,205,2021,4,11,22,2021-04-11 22:00:00,2021-04-11,17.1,봄
24895,강남,197,2021,4,11,23,2021-04-11 23:00:00,2021-04-11,14.8,봄
24916,강남,159,2021,4,12,00,2021-04-12 00:00:00,2021-04-12,15.2,봄
24946,강남,143,2021,4,12,01,2021-04-12 01:00:00,2021-04-12,14.6,봄
24982,강남,140,2021,4,12,02,2021-04-12 02:00:00,2021-04-12,14.3,봄
25012,강남,141,2021,4,12,03,2021-04-12 03:00:00,2021-04-12,14.1,봄
25040,강남,140,2021,4,12,04,2021-04-12 04:00:00,2021-04-12,13.9,봄
25073,강남,144,2021,4,12,05,2021-04-12 05:00:00,2021-04-12,13.6,봄
25094,강남,155,2021,4,12,06,2021-04-12 06:00:00,2021-04-12,14.5,봄
25104,강남,193,2021,4,12,07,2021-04-12 07:00:00,2021-04-12,14.8,봄
25127,강남,209,2021,4,12,08,2021-04-12 08:00:00,2021-04-12,15.4,봄
25153,강남,196,2021,4,12,09,2021-04-12 09:00:00,2021-04-12,16.4,봄
25173,강남,184,2021,4,12,10,2021-04-12 10:00:00,2021-04-12,16.9,봄
25204,강남,169,2021,4,12,11,2021-04-12 11:00:00,2021-04-12,18.3,봄
25219,강남,147,2021,4,12,12,2021-04-12 12:00:00,2021-04-12,18.2,봄
25244,강남,142,2021,4,12,13,2021-04-12 13:00:00,2021-04-12,17.1,봄
25277,강남,141,2021,4,12,14,2021-04-12 14:00:00,2021-04-12,13.7,봄
25342,강남,140,2021,4,12,15,2021-04-12 15:00:00,2021-04-12,12.3,봄
25371,강남,140,2021,4,12,16,2021-04-12 16:00:00,2021-04-12,11.9,봄
25459,강남,152,2021,4,12,17,2021-04-12 17:00:00,2021-04-12,12.1,봄
25547,강남,172,2021,4,12,18,2021-04-12 18:00:00,2021-04-12,12.0,봄
25574,강남,222,2021,4,12,19,2021-04-12 19:00:00,2021-04-12,11.9,봄
25586,강남,275,2021,4,12,20,2021-04-12 20:00:00,2021-04-12,12.1,봄
25603,강남,310,2021,4,12,21,2021-04-12 21:00:00,2021-04-12,12.2,봄
25626,강남,304,2021,4,12,22,2021-04-12 22:00:00,2021-04-12,12.2,봄
25642,강남,281,2021,4,12,23,2021-04-12 23:00:00,2021-04-12,12.4,봄
25660,강남,246,2021,4,13,00,2021-04-13 00:00:00,2021-04-13,13.0,봄
25684,강남,196,2021,4,13,01,2021-04-13 01:00:00,2021-04-13,13.3,봄
25713,강남,174,2021,4,13,02,2021-04-13 02:00:00,2021-04-13,12.4,봄
25729,강남,157,2021,4,13,03,2021-04-13 03:00:00,2021-04-13,11.6,봄
25745,강남,134,2021,4,13,04,2021-04-13 04:00:00,2021-04-13,11.3,봄
25775,강남,148,2021,4,13,05,2021-04-13 05:00:00,2021-04-13,11.0,봄
25791,강남,161,2021,4,13,06,2021-04-13 06:00:00,2021-04-13,11.1,봄
25806,강남,224,2021,4,13,07,2021-04-13 07:00:00,2021-04-13,11.6,봄
25825,강남,233,2021,4,13,08,2021-04-13 08:00:00,2021-04-13,11.9,봄
25843,강남,222,2021,4,13,09,2021-04-13 09:00:00,2021-04-13,12.7,봄
25862,강남,190,2021,4,13,10,2021-04-13 10:00:00,2021-04-13,13.8,봄
25879,강남,162,2021,4,13,11,2021-04-13 11:00:00,2021-04-13,14.2,봄
25896,강남,156,2021,4,13,12,2021-04-13 12:00:00,2021-04-13,13.6,봄
441,강남,139,2021,4,13,13,2021-04-13 13:00:00,2021-04-13,14.3,봄
446,강남,140,2021,4,13,14,2021-04-13 14:00:00,2021-04-13,12.9,봄
499,강남,138,2021,4,13,15,2021-04-13 15:00:00,2021-04-13,12.4,봄
549,강남,139,2021,4,13,16,2021-04-13 16:00:00,2021-04-13,12.6,봄
581,강남,160,2021,4,13,17,2021-04-13 17:00:00,2021-04-13,11.7,봄
617,강남,180,2021,4,13,18,2021-04-13 18:00:00,2021-04-13,10.4,봄
703,강남,219,2021,4,13,19,2021-04-13 19:00:00,2021-04-13,10.3,봄
731,강남,317,2021,4,13,20,2021-04-13 20:00:00,2021-04-13,9.8,봄
795,강남,337,2021,4,13,21,2021-04-13 21:00:00,2021-04-13,9.4,봄
823,강남,333,2021,4,13,22,2021-04-13 22:00:00,2021-04-13,8.4,봄
882,강남,322,2021,4,13,23,2021-04-13 23:00:00,2021-04-13,7.5,봄
939,강남,283,2021,4,14,00,2021-04-14 00:00:00,2021-04-14,6.9,봄
994,강남,289,2021,4,14,01,2021-04-14 01:00:00,2021-04-14,6.7,봄
1026,강남,268,2021,4,14,02,2021-04-14 02:00:00,2021-04-14,6.3,봄
1067,강남,268,2021,4,14,03,2021-04-14 03:00:00,2021-04-14,6.0,봄
1106,강남,263,2021,4,14,04,2021-04-14 04:00:00,2021-04-14,5.8,봄
1156,강남,258,2021,4,14,05,2021-04-14 05:00:00,2021-04-14,5.8,봄
1226,강남,264,2021,4,14,06,2021-04-14 06:00:00,2021-04-14,5.8,봄
1265,강남,291,2021,4,14,07,2021-04-14 07:00:00,2021-04-14,6.1,봄
1318,강남,267,2021,4,14,08,2021-04-14 08:00:00,2021-04-14,7.8,봄
1349,강남,268,2021,4,14,09,2021-04-14 09:00:00,2021-04-14,9.2,봄
1369,강남,231,2021,4,14,10,2021-04-14 10:00:00,2021-04-14,10.2,봄
1775,강남,158,2021,4,14,11,2021-04-14 11:00:00,2021-04-14,11.4,봄
1809,강남,180,2021,4,14,12,2021-04-14 12:00:00,2021-04-14,13.1,봄
2008,강남,175,2021,4,14,13,2021-04-14 13:00:00,2021-04-14,14.0,봄
2033,강남,177,2021,4,14,14,2021-04-14 14:00:00,2021-04-14,13.6,봄
2062,강남,171,2021,4,14,15,2021-04-14 15:00:00,2021-04-14,13.4,봄
2083,강남,170,2021,4,14,16,2021-04-14 16:00:00,2021-04-14,13.2,봄
2106,강남,166,2021,4,14,17,2021-04-14 17:00:00,2021-04-14,12.7,봄
2128,강남,169,2021,4,14,18,2021-04-14 18:00:00,2021-04-14,11.2,봄
2181,강남,230,2021,4,14,19,2021-04-14 19:00:00,2021-04-14,10.1,봄
2209,강남,276,2021,4,14,20,2021-04-14 20:00:00,2021-04-14,9.3,봄
2243,강남,343,2021,4,14,21,2021-04-14 21:00:00,2021-04-14,8.8,봄
2269,강남,337,2021,4,14,22,2021-04-14 22:00:00,2021-04-14,8.3,봄
2309,강남,334,2021,4,14,23,2021-04-14 23:00:00,2021-04-14,7.9,봄
2351,강남,313,2021,4,15,00,2021-04-15 00:00:00,2021-04-15,6.8,봄
2387,강남,272,2021,4,15,01,2021-04-15 01:00:00,2021-04-15,6.5,봄
2428,강남,252,2021,4,15,02,2021-04-15 02:00:00,2021-04-15,6.4,봄
2455,강남,262,2021,4,15,03,2021-04-15 03:00:00,2021-04-15,6.0,봄
2496,강남,250,2021,4,15,04,2021-04-15 04:00:00,2021-04-15,6.3,봄
2525,강남,248,2021,4,15,05,2021-04-15 05:00:00,2021-04-15,6.6,봄
2545,강남,229,2021,4,15,06,2021-04-15 06:00:00,2021-04-15,6.5,봄
2579,강남,295,2021,4,15,07,2021-04-15 07:00:00,2021-04-15,7.1,봄
2604,강남,283,2021,4,15,08,2021-04-15 08:00:00,2021-04-15,8.3,봄
2621,강남,261,2021,4,15,09,2021-04-15 09:00:00,2021-04-15,9.5,봄
2656,강남,222,2021,4,15,10,2021-04-15 10:00:00,2021-04-15,11.5,봄
2683,강남,192,2021,4,15,11,2021-04-15 11:00:00,2021-04-15,13.6,봄
2732,강남,186,2021,4,15,12,2021-04-15 12:00:00,2021-04-15,15.2,봄
2772,강남,156,2021,4,15,13,2021-04-15 13:00:00,2021-04-15,16.4,봄
2791,강남,138,2021,4,15,14,2021-04-15 14:00:00,2021-04-15,17.5,봄
2804,강남,119,2021,4,15,15,2021-04-15 15:00:00,2021-04-15,18.3,봄
2834,강남,130,2021,4,15,16,2021-04-15 16:00:00,2021-04-15,18.7,봄
2874,강남,143,2021,4,15,17,2021-04-15 17:00:00,2021-04-15,17.9,봄
2922,강남,152,2021,4,15,18,2021-04-15 18:00:00,2021-04-15,17.0,봄
2957,강남,166,2021,4,15,19,2021-04-15 19:00:00,2021-04-15,15.5,봄
2984,강남,199,2021,4,15,20,2021-04-15 20:00:00,2021-04-15,14.1,봄
3023,강남,262,2021,4,15,21,2021-04-15 21:00:00,2021-04-15,12.9,봄
3041,강남,296,2021,4,15,22,2021-04-15 22:00:00,2021-04-15,11.1,봄
3075,강남,276,2021,4,15,23,2021-04-15 23:00:00,2021-04-15,10.9,봄
3107,강남,271,2021,4,16,00,2021-04-16 00:00:00,2021-04-16,10.1,봄
3123,강남,225,2021,4,16,01,2021-04-16 01:00:00,2021-04-16,9.7,봄
3176,강남,227,2021,4,16,02,2021-04-16 02:00:00,2021-04-16,10.1,봄
3217,강남,195,2021,4,16,03,2021-04-16 03:00:00,2021-04-16,10.5,봄
3250,강남,193,2021,4,16,04,2021-04-16 04:00:00,2021-04-16,11.2,봄
3267,강남,185,2021,4,16,05,2021-04-16 05:00:00,2021-04-16,11.8,봄
3300,강남,182,2021,4,16,06,2021-04-16 06:00:00,2021-04-16,10.9,봄
3359,강남,226,2021,4,16,07,2021-04-16 07:00:00,2021-04-16,11.4,봄
3397,강남,245,2021,4,16,08,2021-04-16 08:00:00,2021-04-16,12.6,봄
3444,강남,247,2021,4,16,09,2021-04-16 09:00:00,2021-04-16,13.0,봄
3486,강남,183,2021,4,16,10,2021-04-16 10:00:00,2021-04-16,13.2,봄
3538,강남,169,2021,4,16,11,2021-04-16 11:00:00,2021-04-16,12.0,봄
3591,강남,206,2021,4,16,12,2021-04-16 12:00:00,2021-04-16,11.0,봄
3622,강남,230,2021,4,16,13,2021-04-16 13:00:00,2021-04-16,11.7,봄
3654,강남,227,2021,4,16,14,2021-04-16 14:00:00,2021-04-16,12.0,봄
3664,강남,184,2021,4,16,15,2021-04-16 15:00:00,2021-04-16,13.8,봄
3681,강남,163,2021,4,16,16,2021-04-16 16:00:00,2021-04-16,14.8,봄
3697,강남,166,2021,4,16,17,2021-04-16 17:00:00,2021-04-16,14.6,봄
3715,강남,192,2021,4,16,18,2021-04-16 18:00:00,2021-04-16,14.3,봄
3735,강남,210,2021,4,16,19,2021-04-16 19:00:00,2021-04-16,12.7,봄
3763,강남,274,2021,4,16,20,2021-04-16 20:00:00,2021-04-16,11.5,봄
3786,강남,299,2021,4,16,21,2021-04-16 21:00:00,2021-04-16,9.4,봄
3810,강남,333,2021,4,16,22,2021-04-16 22:00:00,2021-04-16,8.5,봄
3833,강남,342,2021,4,16,23,2021-04-16 23:00:00,2021-04-16,7.8,봄
3869,강남,309,2021,4,17,00,2021-04-17 00:00:00,2021-04-17,8.0,봄
3884,강남,283,2021,4,17,01,2021-04-17 01:00:00,2021-04-17,6.5,봄
3901,강남,277,2021,4,17,02,2021-04-17 02:00:00,2021-04-17,6.2,봄
3929,강남,264,2021,4,17,03,2021-04-17 03:00:00,2021-04-17,6.0,봄
3964,강남,254,2021,4,17,04,2021-04-17 04:00:00,2021-04-17,5.5,봄
3990,강남,239,2021,4,17,05,2021-04-17 05:00:00,2021-04-17,5.7,봄
4020,강남,231,2021,4,17,06,2021-04-17 06:00:00,2021-04-17,5.4,봄
4062,강남,223,2021,4,17,07,2021-04-17 07:00:00,2021-04-17,6.4,봄
4750,강남,226,2021,4,17,08,2021-04-17 08:00:00,2021-04-17,8.8,봄
4770,강남,213,2021,4,17,09,2021-04-17 09:00:00,2021-04-17,11.3,봄
4806,강남,203,2021,4,17,10,2021-04-17 10:00:00,2021-04-17,12.9,봄
4851,강남,202,2021,4,17,11,2021-04-17 11:00:00,2021-04-17,12.3,봄
4899,강남,197,2021,4,17,12,2021-04-17 12:00:00,2021-04-17,12.7,봄
4932,강남,186,2021,4,17,13,2021-04-17 13:00:00,2021-04-17,12.3,봄
4955,강남,161,2021,4,17,14,2021-04-17 14:00:00,2021-04-17,12.6,봄
4969,강남,158,2021,4,17,15,2021-04-17 15:00:00,2021-04-17,14.2,봄
4986,강남,173,2021,4,17,16,2021-04-17 16:00:00,2021-04-17,14.8,봄
5008,강남,181,2021,4,17,17,2021-04-17 17:00:00,2021-04-17,10.9,봄
5041,강남,202,2021,4,17,18,2021-04-17 18:00:00,2021-04-17,11.0,봄
5077,강남,233,2021,4,17,19,2021-04-17 19:00:00,2021-04-17,10.3,봄
5115,강남,288,2021,4,17,20,2021-04-17 20:00:00,2021-04-17,10.6,봄
5132,강남,299,2021,4,17,21,2021-04-17 21:00:00,2021-04-17,10.1,봄
5145,강남,317,2021,4,17,22,2021-04-17 22:00:00,2021-04-17,9.7,봄
5182,강남,317,2021,4,17,23,2021-04-17 23:00:00,2021-04-17,9.5,봄
5225,강남,294,2021,4,18,00,2021-04-18 00:00:00,2021-04-18,9.1,봄
5268,강남,270,2021,4,18,01,2021-04-18 01:00:00,2021-04-18,8.6,봄
5305,강남,263,2021,4,18,02,2021-04-18 02:00:00,2021-04-18,8.1,봄
5341,강남,231,2021,4,18,03,2021-04-18 03:00:00,2021-04-18,7.8,봄
5371,강남,222,2021,4,18,04,2021-04-18 04:00:00,2021-04-18,7.9,봄
5385,강남,236,2021,4,18,05,2021-04-18 05:00:00,2021-04-18,7.7,봄
5425,강남,241,2021,4,18,06,2021-04-18 06:00:00,2021-04-18,7.2,봄
5434,강남,236,2021,4,18,07,2021-04-18 07:00:00,2021-04-18,7.6,봄
5475,강남,239,2021,4,18,08,2021-04-18 08:00:00,2021-04-18,8.5,봄
5517,강남,217,2021,4,18,09,2021-04-18 09:00:00,2021-04-18,9.9,봄
5532,강남,224,2021,4,18,10,2021-04-18 10:00:00,2021-04-18,11.0,봄
5571,강남,212,2021,4,18,11,2021-04-18 11:00:00,2021-04-18,12.0,봄
5609,강남,200,2021,4,18,12,2021-04-18 12:00:00,2021-04-18,13.1,봄
5651,강남,220,2021,4,18,13,2021-04-18 13:00:00,2021-04-18,14.4,봄
5664,강남,208,2021,4,18,14,2021-04-18 14:00:00,2021-04-18,15.2,봄
5695,강남,212,2021,4,18,15,2021-04-18 15:00:00,2021-04-18,15.1,봄
5719,강남,188,2021,4,18,16,2021-04-18 16:00:00,2021-04-18,15.9,봄
5741,강남,183,2021,4,18,17,2021-04-18 17:00:00,2021-04-18,15.8,봄
5778,강남,188,2021,4,18,18,2021-04-18 18:00:00,2021-04-18,14.5,봄
5828,강남,216,2021,4,18,19,2021-04-18 19:00:00,2021-04-18,12.0,봄
5874,강남,363,2021,4,18,20,2021-04-18 20:00:00,2021-04-18,11.0,봄
5933,강남,339,2021,4,18,21,2021-04-18 21:00:00,2021-04-18,10.2,봄
5942,강남,352,2021,4,18,22,2021-04-18 22:00:00,2021-04-18,9.6,봄
5984,강남,341,2021,4,18,23,2021-04-18 23:00:00,2021-04-18,9.3,봄
6015,강남,311,2021,4,19,00,2021-04-19 00:00:00,2021-04-19,9.0,봄
6023,강남,290,2021,4,19,01,2021-04-19 01:00:00,2021-04-19,7.6,봄
6035,강남,289,2021,4,19,02,2021-04-19 02:00:00,2021-04-19,6.9,봄
6058,강남,268,2021,4,19,03,2021-04-19 03:00:00,2021-04-19,6.1,봄
6078,강남,258,2021,4,19,04,2021-04-19 04:00:00,2021-04-19,6.5,봄
6121,강남,243,2021,4,19,05,2021-04-19 05:00:00,2021-04-19,6.2,봄
6152,강남,246,2021,4,19,06,2021-04-19 06:00:00,2021-04-19,6.0,봄
6196,강남,276,2021,4,19,07,2021-04-19 07:00:00,2021-04-19,7.2,봄
6256,강남,244,2021,4,19,08,2021-04-19 08:00:00,2021-04-19,9.2,봄
6340,강남,212,2021,4,19,09,2021-04-19 09:00:00,2021-04-19,12.1,봄
6370,강남,173,2021,4,19,10,2021-04-19 10:00:00,2021-04-19,14.0,봄
6572,강남,156,2021,4,19,11,2021-04-19 11:00:00,2021-04-19,16.0,봄
6584,강남,129,2021,4,19,12,2021-04-19 12:00:00,2021-04-19,18.2,봄
6611,강남,127,2021,4,19,13,2021-04-19 13:00:00,2021-04-19,19.3,봄
6638,강남,127,2021,4,19,14,2021-04-19 14:00:00,2021-04-19,20.6,봄
6678,강남,140,2021,4,19,15,2021-04-19 15:00:00,2021-04-19,20.3,봄
6720,강남,137,2021,4,19,16,2021-04-19 16:00:00,2021-04-19,19.9,봄
6910,강남,115,2021,4,19,17,2021-04-19 17:00:00,2021-04-19,18.8,봄
6940,강남,128,2021,4,19,18,2021-04-19 18:00:00,2021-04-19,17.8,봄
6952,강남,178,2021,4,19,19,2021-04-19 19:00:00,2021-04-19,15.9,봄
6974,강남,219,2021,4,19,20,2021-04-19 20:00:00,2021-04-19,14.2,봄
7007,강남,275,2021,4,19,21,2021-04-19 21:00:00,2021-04-19,13.0,봄
7039,강남,282,2021,4,19,22,2021-04-19 22:00:00,2021-04-19,11.5,봄
7075,강남,282,2021,4,19,23,2021-04-19 23:00:00,2021-04-19,11.2,봄
7122,강남,232,2021,4,20,00,2021-04-20 00:00:00,2021-04-20,11.0,봄
7155,강남,214,2021,4,20,01,2021-04-20 01:00:00,2021-04-20,10.2,봄
7188,강남,201,2021,4,20,02,2021-04-20 02:00:00,2021-04-20,9.2,봄
7237,강남,196,2021,4,20,03,2021-04-20 03:00:00,2021-04-20,8.6,봄
7290,강남,194,2021,4,20,04,2021-04-20 04:00:00,2021-04-20,8.0,봄
7330,강남,191,2021,4,20,05,2021-04-20 05:00:00,2021-04-20,7.4,봄
7518,강남,192,2021,4,20,06,2021-04-20 06:00:00,2021-04-20,7.6,봄
7553,강남,218,2021,4,20,07,2021-04-20 07:00:00,2021-04-20,9.7,봄
7561,강남,235,2021,4,20,08,2021-04-20 08:00:00,2021-04-20,11.8,봄
7894,강남,219,2021,4,20,09,2021-04-20 09:00:00,2021-04-20,14.0,봄
8602,강남,162,2021,4,20,10,2021-04-20 10:00:00,2021-04-20,17.0,봄
8658,강남,143,2021,4,20,11,2021-04-20 11:00:00,2021-04-20,18.6,봄
8717,강남,132,2021,4,20,12,2021-04-20 12:00:00,2021-04-20,19.8,봄
8774,강남,126,2021,4,20,13,2021-04-20 13:00:00,2021-04-20,21.4,봄
8813,강남,126,2021,4,20,14,2021-04-20 14:00:00,2021-04-20,23.0,봄
8845,강남,120,2021,4,20,15,2021-04-20 15:00:00,2021-04-20,22.6,봄
8897,강남,119,2021,4,20,16,2021-04-20 16:00:00,2021-04-20,22.6,봄
8941,강남,119,2021,4,20,17,2021-04-20 17:00:00,2021-04-20,22.1,봄
8968,강남,128,2021,4,20,18,2021-04-20 18:00:00,2021-04-20,19.6,봄
9005,강남,155,2021,4,20,19,2021-04-20 19:00:00,2021-04-20,18.3,봄
9044,강남,204,2021,4,20,20,2021-04-20 20:00:00,2021-04-20,17.2,봄
9075,강남,231,2021,4,20,21,2021-04-20 21:00:00,2021-04-20,16.3,봄
9086,강남,240,2021,4,20,22,2021-04-20 22:00:00,2021-04-20,13.9,봄
9131,강남,238,2021,4,20,23,2021-04-20 23:00:00,2021-04-20,13.0,봄
9160,강남,212,2021,4,21,00,2021-04-21 00:00:00,2021-04-21,12.2,봄
9197,강남,163,2021,4,21,01,2021-04-21 01:00:00,2021-04-21,11.6,봄
9232,강남,172,2021,4,21,02,2021-04-21 02:00:00,2021-04-21,11.2,봄
10197,강남,169,2021,4,21,03,2021-04-21 03:00:00,2021-04-21,10.6,봄
10242,강남,142,2021,4,21,04,2021-04-21 04:00:00,2021-04-21,10.0,봄
10268,강남,145,2021,4,21,05,2021-04-21 05:00:00,2021-04-21,9.4,봄
10313,강남,165,2021,4,21,06,2021-04-21 06:00:00,2021-04-21,9.2,봄
10344,강남,191,2021,4,21,07,2021-04-21 07:00:00,2021-04-21,10.8,봄
10367,강남,206,2021,4,21,08,2021-04-21 08:00:00,2021-04-21,14.3,봄
10383,강남,206,2021,4,21,09,2021-04-21 09:00:00,2021-04-21,16.6,봄
10402,강남,155,2021,4,21,10,2021-04-21 10:00:00,2021-04-21,19.4,봄
10420,강남,126,2021,4,21,11,2021-04-21 11:00:00,2021-04-21,22.6,봄
10446,강남,122,2021,4,21,12,2021-04-21 12:00:00,2021-04-21,24.3,봄
10462,강남,127,2021,4,21,13,2021-04-21 13:00:00,2021-04-21,26.7,봄
10512,강남,128,2021,4,21,14,2021-04-21 14:00:00,2021-04-21,27.7,봄
10537,강남,112,2021,4,21,15,2021-04-21 15:00:00,2021-04-21,28.6,봄
10554,강남,107,2021,4,21,16,2021-04-21 16:00:00,2021-04-21,28.7,봄
10573,강남,102,2021,4,21,17,2021-04-21 17:00:00,2021-04-21,28.8,봄
10609,강남,125,2021,4,21,18,2021-04-21 18:00:00,2021-04-21,26.8,봄
10661,강남,152,2021,4,21,19,2021-04-21 19:00:00,2021-04-21,24.8,봄
10710,강남,195,2021,4,21,20,2021-04-21 20:00:00,2021-04-21,23.8,봄
10739,강남,194,2021,4,21,21,2021-04-21 21:00:00,2021-04-21,22.2,봄
10783,강남,196,2021,4,21,22,2021-04-21 22:00:00,2021-04-21,20.1,봄
10820,강남,199,2021,4,21,23,2021-04-21 23:00:00,2021-04-21,19.0,봄
10863,강남,176,2021,4,22,00,2021-04-22 00:00:00,2021-04-22,18.0,봄
11097,강남,179,2021,4,22,01,2021-04-22 01:00:00,2021-04-22,17.3,봄
11110,강남,126,2021,4,22,02,2021-04-22 02:00:00,2021-04-22,17.0,봄
11130,강남,108,2021,4,22,03,2021-04-22 03:00:00,2021-04-22,17.3,봄
11150,강남,105,2021,4,22,04,2021-04-22 04:00:00,2021-04-22,17.0,봄
11195,강남,108,2021,4,22,05,2021-04-22 05:00:00,2021-04-22,17.2,봄
11231,강남,121,2021,4,22,06,2021-04-22 06:00:00,2021-04-22,17.3,봄
11254,강남,176,2021,4,22,07,2021-04-22 07:00:00,2021-04-22,16.9,봄
11289,강남,185,2021,4,22,08,2021-04-22 08:00:00,2021-04-22,18.1,봄
11450,강남,178,2021,4,22,09,2021-04-22 09:00:00,2021-04-22,19.8,봄
11466,강남,171,2021,4,22,10,2021-04-22 10:00:00,2021-04-22,21.6,봄
11502,강남,151,2021,4,22,11,2021-04-22 11:00:00,2021-04-22,23.2,봄
11539,강남,143,2021,4,22,12,2021-04-22 12:00:00,2021-04-22,25.9,봄
11586,강남,143,2021,4,22,13,2021-04-22 13:00:00,2021-04-22,28.1,봄
11635,강남,135,2021,4,22,14,2021-04-22 14:00:00,2021-04-22,28.0,봄
11689,강남,117,2021,4,22,15,2021-04-22 15:00:00,2021-04-22,28.3,봄
11722,강남,107,2021,4,22,16,2021-04-22 16:00:00,2021-04-22,27.1,봄
11765,강남,107,2021,4,22,17,2021-04-22 17:00:00,2021-04-22,26.5,봄
11812,강남,110,2021,4,22,18,2021-04-22 18:00:00,2021-04-22,24.8,봄
11837,강남,134,2021,4,22,19,2021-04-22 19:00:00,2021-04-22,23.4,봄
11860,강남,173,2021,4,22,20,2021-04-22 20:00:00,2021-04-22,22.0,봄
11889,강남,180,2021,4,22,21,2021-04-22 21:00:00,2021-04-22,20.1,봄
11938,강남,174,2021,4,22,22,2021-04-22 22:00:00,2021-04-22,21.4,봄
11998,강남,172,2021,4,22,23,2021-04-22 23:00:00,2021-04-22,19.7,봄
12046,강남,159,2021,4,23,00,2021-04-23 00:00:00,2021-04-23,19.4,봄
12111,강남,131,2021,4,23,01,2021-04-23 01:00:00,2021-04-23,18.6,봄
12125,강남,112,2021,4,23,02,2021-04-23 02:00:00,2021-04-23,18.2,봄
12155,강남,86,2021,4,23,03,2021-04-23 03:00:00,2021-04-23,17.8,봄
12235,강남,90,2021,4,23,04,2021-04-23 04:00:00,2021-04-23,17.9,봄
12268,강남,94,2021,4,23,05,2021-04-23 05:00:00,2021-04-23,18.6,봄
12331,강남,114,2021,4,23,06,2021-04-23 06:00:00,2021-04-23,18.4,봄
12353,강남,163,2021,4,23,07,2021-04-23 07:00:00,2021-04-23,18.3,봄
12371,강남,180,2021,4,23,08,2021-04-23 08:00:00,2021-04-23,18.6,봄
